name	alt name	url	summary
Gerold Dayne	Gerold Dayne	/reference/k/02424/index.html	Called Darkstar. A knight.
Gerold Grafton	Gerold Grafton	/reference/k/02456/index.html	Lord of Gulltown.
Gerold Hightower	Gerold Hightower	/reference/k/00283/index.html	Called the White Bull. Uncle to Lord Leyton Hightower and Lord Commander of Aerys II Targaryen's Kingsguard.
Gerold Lannister	Gerold Lannister	/reference/k/02829/index.html	Younger son of Lord Damon Lannister.
Gerren	Gerren	/reference/k/01372/index.html	A convicted felon.
Gevin Harlaw	Gevin Harlaw	/reference/k/00275/index.html	An ironman warrior.
Ghael	Ghael	/reference/k/02028/index.html	A man of Astapor.
Ghenzn, Prendahl Na	Prendahl Na Ghenzn	/reference/k/00243/index.html	One of three captains of the Stormcrows.
Ghost	Ghost	/reference/k/01781/index.html	Jon Snow's direwolf.
Ghost of High Heart	Ghost of High Heart	/reference/k/01373/index.html	An old dwarf woman who lives in the vicinity of High Heart.
Gilbert Farring	Gilbert Farring	/reference/k/00123/index.html	A knight of the Crownlands.
Gillam	Gillam	/reference/k/02537/index.html	A brother of the Faith at the Quiet Isle.
Gilly	Gilly	/reference/k/00749/index.html	Daughter and wife of Craster.
Gilwood Hunter	Gilwood Hunter	/reference/k/01943/index.html	Eldest son of Lord Eon Hunter.
Gimpknee, Otter	Otter Gimpknee	/reference/k/02864/index.html	Proprietor of a whorehouse in Lordsport.
Gladden Wylde	Gladden Wylde	/reference/k/00679/index.html	A knight of the Stormlands.
Glendon Hewett	Glendon Hewett	/reference/k/00280/index.html	A knight and ranger of the Night's Watch stationed at Eastwatch-by-the-Sea.
Glover, Erena	Erena Glover	/reference/k/00244/index.html	Only daughter of Robett Glover.
Glover, Ethan	Ethan Glover	/reference/k/00245/index.html	A member of House Glover.
Glover, Robett	Robett Glover	/reference/k/00249/index.html	Brother of Galbart Glover.
Goady	Goady	/reference/k/00750/index.html	A ranger of the Night's Watch.
Godric Borrell	Godric Borrell	/reference/k/02687/index.html	Lord of Sweetsister.
Godry Farring	Godry Farring	/reference/k/02664/index.html	Called Giantslayer. A knight.
Godwyn	Godwyn	/reference/k/01375/index.html	A Lannister house guard.
Goodbrook, Jeyne	Jeyne Goodbrook	/reference/k/00251/index.html	Only daughter of Ser Garse Goodbrook.
Goodbrook, Lord	Lord Goodbrook	/reference/k/01395/index.html	A lord of the Riverlands.
Goodbrook, Lymond	Lymond Goodbrook	/reference/k/01482/index.html	A lord of the Riverlands.
Goodbrook, Walder	Walder Goodbrook	/reference/k/00252/index.html	Only son of Ser Garse Goodbrook.
Goodbrother, Norne	Norne Goodbrother	/reference/k/02372/index.html	Lord of Shatterstone.
Goodwin	Goodwin	/reference/k/02221/index.html	A knight.
Gorghan	Gorghan	/reference/k/02751/index.html	A scholar from Old Ghis.
Gormon Peake	Gormon Peake	/reference/k/02836/index.html	Head of House Peake.
Gormon Tyrell	Gormon Tyrell	/reference/k/00600/index.html	A maester and uncle to Lord Mace Tyrell.
Gormond Drumm	Gormond Drumm	/reference/k/02399/index.html	Called the Oldfather. A semi-legendary member of House Drumm.
Gormond Goodbrother	Gormond Goodbrother	/reference/k/00907/index.html	Youngest son of Lord Gorold Goodbrother.
Gorne	Gorne	/reference/k/01396/index.html	Joint King-beyond-the-Wall with his brother Gendel.
Gorold Goodbrother	Gorold Goodbrother	/reference/k/00906/index.html	Lord of Hammerhorn.
Gowen Baratheon	Gowen Baratheon	/reference/k/01397/index.html	A member of House Baratheon.
Graceford, Alyce	Alyce Graceford	/reference/k/01217/index.html	A member of House Graceford.
Gran Goodbrother	Gran Goodbrother	/reference/k/00908/index.html	Middle son of Lord Gorold Goodbrother.
Grance	Grance	/reference/k/00751/index.html	A knight.
Grandison, Harlan	Harlan Grandison	/reference/k/00253/index.html	A knight of Aerys II Targaryen's Kingsguard.
Grandison, Lord	Lord Grandison	/reference/k/02619/index.html	Called Greybeard Grandison.
Grandison, Lord	Lord Grandison	/reference/k/01399/index.html	Lord of Grandview during the reign of Aerys II Targaryen.
Grazdan	Grazdan	/reference/k/01401/index.html	A slave master of Astapor.
Grazdan	Grazdan	/reference/k/01400/index.html	Called Grazdan the Great. A Ghiscari nobleman.
Grazdan Mo Eraz	Grazdan Mo Eraz	/reference/k/00109/index.html	A Wise Master of Yunkai.
Grazdan Mo Ullhor	Grazdan Mo Ullhor	/reference/k/00632/index.html	The oldest and most powerful slave lord of Astapor.
Great Other, The	The Great Other	/reference/k/01368/index.html	The Lord of Darkness, the Soul of Ice, the God of Night and Terror. An evil god whose name is not spoken.
Greenfield, Preston	Preston Greenfield	/reference/k/00255/index.html	A knight of King Robert Baratheon's Kingsguard.
Greenhill, Courtenay	Courtenay Greenhill	/reference/k/02503/index.html	A knight.
Gregor Clegane	Gregor Clegane	/reference/k/00070/index.html	Called the Mountain that Rides. A knight of the Westerlands.
Grell, Desmond	Desmond Grell	/reference/k/01306/index.html	Master-at-arms for Riverrun.
Grenn	Grenn	/reference/k/00752/index.html	A trainee of the Night's Watch.
Gretchel	Gretchel	/reference/k/02224/index.html	A servant at the Eyrie.
Grey King	Grey King	/reference/k/02150/index.html	A semi-legendary king of the ironmen from the Age of Heroes.
Grey Wind	Grey Wind	/reference/k/01782/index.html	Robb Stark's direwolf.
Grey Worm	Grey Worm	/reference/k/00753/index.html	An Unsullied of Astapor.
Greydon Goodbrother	Greydon Goodbrother	/reference/k/00909/index.html	Eldest son of Lord Gorold Goodbrother.
Greyiron, Urron	Urron Greyiron	/reference/k/01805/index.html	Called Urron Redhand. King of the Iron Islands and head of house Greyiron.
Greyjoy, Aeron	Aeron Greyjoy	/reference/k/00256/index.html	Called the Damphair.  Youngest brother of Lord Balon Greyjoy.
Greyjoy, Asha	Asha Greyjoy	/reference/k/00257/index.html	Only daughter of Lord Balon Greyjoy and Lady Alannys Harlaw and captain of the Black Wind.
Greyjoy, Balon	Balon Greyjoy	/reference/k/00258/index.html	Lord of the Iron Islands, Lord Reaper of Pyke, King of Rock and Salt, and Son of the Sea Wind.
Greyjoy, Dagon	Dagon Greyjoy	/reference/k/02543/index.html	Lord of the Iron Islands.
Greyjoy, Donel	Donel Greyjoy	/reference/k/00900/index.html	
Greyjoy, Euron	Euron Greyjoy	/reference/k/00259/index.html	Younger brother of Lord Balon Greyjoy and captain of the Silence.
Greyjoy, Harlon	Harlon Greyjoy	/reference/k/00898/index.html	
Greyjoy, Maron	Maron Greyjoy	/reference/k/00261/index.html	Middle son of Lord Balon Greyjoy and Lady Alannys Harlaw.
Greyjoy, Quellon	Quellon Greyjoy	/reference/k/00260/index.html	
Greyjoy, Quenton	Quenton Greyjoy	/reference/k/00899/index.html	
Greyjoy, Robin	Robin Greyjoy	/reference/k/00902/index.html	
Greyjoy, Rodrik	Rodrik Greyjoy	/reference/k/00262/index.html	Eldest son of Lord Balon Greyjoy and Lady Alannys Harlaw.
Greyjoy, Theon	Theon Greyjoy	/reference/k/00263/index.html	Youngest son of Lord Balon Greyjoy and Alannys Harlaw.
Greyjoy, Urrigon	Urrigon Greyjoy	/reference/k/00901/index.html	
Greyjoy, Vickon	Vickon Greyjoy	/reference/k/01648/index.html	A former Lord of Pyke and head of House Greyjoy.
Greyjoy, Victarion	Victarion Greyjoy	/reference/k/00264/index.html	Younger brother of Lord Balon Greyjoy, commander of the Iron Fleet, and captain of the Iron Victory.
Grigg	Grigg	/reference/k/01406/index.html	Called Grigg the Goat. A wildling raider.
Grisel	Grisel	/reference/k/02023/index.html	Housekeeper of House Baelish's nameless keep.
Groleo	Groleo	/reference/k/00754/index.html	Captain of Saduleon.
Grubbs	Grubbs	/reference/k/00755/index.html	A ranger of the Night's Watch.
Gueren	Gueren	/reference/k/01408/index.html	A "wandering crow" of the Night's Watch.
Gulian	Gulian	/reference/k/02494/index.html	A maester.
Gulian Qorgyle	Gulian Qorgyle	/reference/k/02718/index.html	A knight and eldest son of Lord Quentyn Qorgyle.
Gulian Swann	Gulian Swann	/reference/k/00526/index.html	Lord of Stonehelm.
Gull, The Old Grey	The Old Grey Gull	/reference/k/02254/index.html	A priest of the Drowned God.
Guncer Sunglass	Guncer Sunglass	/reference/k/01409/index.html	Lord of Sweetport Sound.
Gunthor	Gunthor	/reference/k/00756/index.html	Chief of the Stone Crow mountain clan.
Gunthor Hightower	Gunthor Hightower	/reference/k/01957/index.html	
Gurn	Gurn	/reference/k/00757/index.html	A Stone Crow. His son is Gunthor.
Guthor Grimm	Guthor Grimm	/reference/k/00090/index.html	Lord of Greyshield.
Guyard Morrigen	Guyard Morrigen	/reference/k/00383/index.html	A knight of the Stormlands.
Guyne	Guyne	/reference/k/02708/index.html	An archmaester of the Citadel.
Gwayne Corbray	Gwayne Corbray	/reference/k/02321/index.html	A knight in King Daeron II Targaryen's Kingsguard.
Gwayne Gaunt	Gwayne Gaunt	/reference/k/02019/index.html	A knight of Aerys II Targaryen's Kingsguard.
Gwin Goodbrother	Gwin Goodbrother	/reference/k/02155/index.html	Daughter of Lord Gorold Goodbrother.
Gwynesse Harlaw	Gwynesse Harlaw	/reference/k/00904/index.html	Elder sister of Lord Rodrik Harlaw.
Gylbert Farwynd	Gylbert Farwynd	/reference/k/02386/index.html	Lord of Lonely Light.
Gyleno Dothare	Gyleno Dothare	/reference/k/02559/index.html	A patron of the Happy Port in Braavos. He is brother to Gyloro.
Gyles	Gyles	/reference/k/02322/index.html	Called Gyles Greycloak. A knight of the Kingsguard.
Gyles Farwynd	Gyles Farwynd	/reference/k/02387/index.html	Eldest son of Lord Gylbert Farwynd.
Gyles Grafton	Gyles Grafton	/reference/k/02624/index.html	Youngest son of Lord Gerold Grafton.
Gyles III Gardener	Gyles III Gardener	/reference/k/02779/index.html	An old king of the Reach.
Gyles Rosby	Gyles Rosby	/reference/k/00440/index.html	Lord of Rosby.
Gyloro Dothare	Gyloro Dothare	/reference/k/02558/index.html	A patron of the Happy Port in Braavos. He is brother to Gyleno.
Gynir	Gynir	/reference/k/01410/index.html	Called Rednose. An ironman warrior.
Gysella Goodbrother	Gysella Goodbrother	/reference/k/02156/index.html	Daughter of Lord Gorold Goodbrother.
Haereg	Haereg	/reference/k/02255/index.html	A scholar.
Haggo	Haggo	/reference/k/01203/index.html	One of Khal Drogo's bloodriders.
Haigh, Alyn	Alyn Haigh	/reference/k/00265/index.html	Youngest son of Ser Leslyn Haigh.
Haigh, Donnel	Donnel Haigh	/reference/k/00266/index.html	Middle son of Ser Leslyn Haigh.
Haigh, Leslyn	Leslyn Haigh	/reference/k/00268/index.html	A knight of the Riverlands.
Haigh, Walder	Walder Haigh	/reference/k/00269/index.html	Only son of Ser Harys Haigh.
Hake	Hake	/reference/k/00758/index.html	A steward and cook of the Night's Watch.
Hal	Hal	/reference/k/01412/index.html	Called Hal the Hog. A guard at Dragonstone.
Hal	Hal	/reference/k/01914/index.html	Called Hairy Hal. A ranger of the Night's Watch.
Halder	Halder	/reference/k/00759/index.html	A trainee of the Night's Watch.
Hali	Hali	/reference/k/00760/index.html	A wildling.
Halleck	Halleck	/reference/k/02745/index.html	A wildling raider and brother of Harma.
Hallis Mollen	Hallis Mollen	/reference/k/00374/index.html	A guard at Winterfell.
Hallyne	Hallyne	/reference/k/00761/index.html	A wisdom of the Alchemists' Guild of King's Landing.
Halmon Paege	Halmon Paege	/reference/k/02081/index.html	A knight and member of House Paege.
Halys Hornwood	Halys Hornwood	/reference/k/00292/index.html	Lord of Hornwood.
Hamish	Hamish	/reference/k/00762/index.html	Called Hamish the Harper. A noted singer.
Hand of the King	Hand of the King	/reference/k/01850/index.html	The chief advisor and executor of the king's command.
Harbert Baratheon	Harbert Baratheon	/reference/k/01413/index.html	Uncle to Lord Steffon Baratheon.
Harclay, Ronnel	Ronnel Harclay	/reference/k/00271/index.html	A ranger of the Night's Watch.
Hardy, Lucifer	Lucifer Hardy	/reference/k/02407/index.html	A lord.
Hardyng, Deana	Deana Hardyng	/reference/k/00272/index.html	Wife of Walton Frey.
Hareth	Hareth	/reference/k/01414/index.html	A Grand Maester.
Hareth	Hareth	/reference/k/01997/index.html	A stablehand in Mole's Town.
Harlan Grandison	Harlan Grandison	/reference/k/00253/index.html	A knight of Aerys II Targaryen's Kingsguard.
Harlan Hunter	Harlan Hunter	/reference/k/01945/index.html	
Harlaw, Alannys	Alannys Harlaw	/reference/k/00274/index.html	Wife of Lord Balon Greyjoy.
Harlaw, Boremund	Boremund Harlaw	/reference/k/02251/index.html	Called Boremund the Blue. Master of Harridan Hill and cousin to Lord Rodrik Harlaw.
Harlaw, Dykk	Dykk Harlaw	/reference/k/01321/index.html	An ironman warrior.
Harlaw, Gevin	Gevin Harlaw	/reference/k/00275/index.html	An ironman warrior.
Harlaw, Gwynesse	Gwynesse Harlaw	/reference/k/00904/index.html	Elder sister of Lord Rodrik Harlaw.
Harlaw, Rodrik	Rodrik Harlaw	/reference/k/00905/index.html	Called the Reader. Lord of Ten Towers. Physical Description: He is ordinary looking with brown hair and eyes and a short, neat, grey beard.
Harlaw, Sigfryd	Sigfryd Harlaw	/reference/k/02245/index.html	Called Sigfryd Silverhair. Master of Harlaw Hall and great uncle of Lord Rodrik Harlaw.
Harlaw, Theomore	Theomore Harlaw	/reference/k/02240/index.html	Lord of Ten Towers.
Harlen Tyrell	Harlen Tyrell	/reference/k/01416/index.html	Steward to Mern IX Gardener and first Lord of Highgarden.
Harlon Botley	Harlon Botley	/reference/k/01935/index.html	
Harlon Greyjoy	Harlon Greyjoy	/reference/k/00898/index.html	
Harma	Harma	/reference/k/01417/index.html	Called Harma the Dogshead. A wildling leader.
Harmen Uller	Harmen Uller	/reference/k/00630/index.html	Lord of Hellholt.
Harmund Sharp	Harmund Sharp	/reference/k/02403/index.html	
Harmune	Harmune	/reference/k/02037/index.html	Maester of Eastwatch-by-the-Sea.
Harodon	Harodon	/reference/k/02707/index.html	An archmaester of the Citadel.
Harra	Harra	/reference/k/01418/index.html	A servant an Harrenhal.
Harrag Hoare	Harrag Hoare	/reference/k/02151/index.html	A former king of the Iron Islands and head of House Hoare.
Harrag Sharp	Harrag Sharp	/reference/k/01419/index.html	Called Harrag Sheepstealer. An ironman warrior.
Harras Harlaw	Harras Harlaw	/reference/k/02250/index.html	Called the Knight. A knight, master of Grey Garden, and cousin to Lord Rodrik Harlaw.
Harren	Harren	/reference/k/02264/index.html	Called Harren Half-Hoare. A noted ironman ship captain.
Harren Botley	Harren Botley	/reference/k/00911/index.html	
Harren Hoare	Harren Hoare	/reference/k/01801/index.html	Called Harren the Black.  Last ironman king of the Iron Islands and the Riverlands.
Harrion Karstark	Harrion Karstark	/reference/k/00298/index.html	Eldest son of Lord Rickard Karstark.
Harrold Hardyng	Harrold Hardyng	/reference/k/01923/index.html	
Harrold Osgrey	Harrold Osgrey	/reference/k/02777/index.html	A knight and second son of Ser Eustace Osgrey.
Harry Sawyer	Harry Sawyer	/reference/k/02417/index.html	A knight.
Harte, Elwood	Elwood Harte	/reference/k/02017/index.html	A knight.
Harwin	Harwin	/reference/k/00763/index.html	A guard at Winterfell.
Harwood Fell	Harwood Fell	/reference/k/00116/index.html	Lord of Felwood.
Harwood Stout	Harwood Stout	/reference/k/02729/index.html	Head of House Stout.
Harwyn Hoare	Harwyn Hoare	/reference/k/01421/index.html	Called Hardhand. A former King of the Iron Islands and Head of House Hoare. He conquered the Riverlands from Arrec the Storm King.
Harwyn Plumm	Harwyn Plumm	/reference/k/00409/index.html	Youngest son of Lord Philip Plumm.
Harys Haigh	Harys Haigh	/reference/k/00267/index.html	Eldest son of Ser Leslyn Haigh.
Harys Swyft	Harys Swyft	/reference/k/00529/index.html	A knight of the Westerlands.
Hasty, Bonifer	Bonifer Hasty	/reference/k/00276/index.html	Called Bonifer the Good. A knight of the Stormlands.
Hawick, Bellena	Bellena Hawick	/reference/k/00277/index.html	Wife of Ser Hosteen Frey.
Hayford, Ermesande	Ermesande Hayford	/reference/k/00278/index.html	A lady of the Crownlands.
Hayford, Lord	Lord Hayford	/reference/k/02808/index.html	Hand of the King to Daeron II Targaryen. His first name is never given.
Hayhead	Hayhead	/reference/k/01422/index.html	A guard at Winterfell.
Heddle, Jeyne	Jeyne Heddle	/reference/k/02596/index.html	Niece of Masha Heddle.
Heddle, Jon	Jon Heddle	/reference/k/02591/index.html	Called Long Jon Heddle. A knight.
Heddle, Masha	Masha Heddle	/reference/k/00279/index.html	Innkeeper of the Old Crossroads Inn.
Heddle, Willow	Willow Heddle	/reference/k/02595/index.html	Niece of Masha Heddle.
Heke	Heke	/reference/k/00888/index.html	Called Reek.  A servant of Ramsay Snow.
Helicent	Helicent	/reference/k/02660/index.html	One of the Most Devout of the Faith.
Helicent Uffering	Helicent Uffering	/reference/k/02819/index.html	Sister of Ser Rolland Uffering.
Helliweg	Helliweg	/reference/k/02463/index.html	Maester of Runestone.
Helly	Helly	/reference/k/02886/index.html	A prostitute at the Peach in Stoney Sept.
Helman Tallhart	Helman Tallhart	/reference/k/00538/index.html	Master of Torrhen's Square.
Helya	Helya	/reference/k/01424/index.html	Steward of Pyke.
Hendry Bracken	Hendry Bracken	/reference/k/01425/index.html	Nephew to Lord Jonos Bracken.
Henk	Henk	/reference/k/01426/index.html	Called Henk the Helm. A wildling raider.
Henly	Henly	/reference/k/00764/index.html	A horse trader.
Henly	Henly	/reference/k/01916/index.html	Called Old Henly. A steward of the Night's Watch.
Henly	Henly	/reference/k/01912/index.html	Called Young Henly. A builder of the Night's Watch.
Hetherspoon, Melara	Melara Hetherspoon	/reference/k/02473/index.html	Daughter of Ser Tybolt Hetherspoon.
Hetherspoon, Tybolt	Tybolt Hetherspoon	/reference/k/02472/index.html	A landed knight.
Heward	Heward	/reference/k/00765/index.html	A guard at Winterfell.
Hewett, Glendon	Glendon Hewett	/reference/k/00280/index.html	A knight and ranger of the Night's Watch stationed at Eastwatch-by-the-Sea.
H'ghar, Jaqen	Jaqen H'ghar	/reference/k/00881/index.html	A convicted felon.
